model,timeframe,response,component,term,OR,CI_lower,CI_upper,std.error,statistic,estimate,p.value
a6mono,6_month,abundance,conditional,ciimpact,1.159085252071267,0.8595376871690324,1.5630246836459076,0.15254679875828486,0.9677759181437481,0.1476311182281887,0.33315629330209706
a6mono,6_month,abundance,conditional,eventhurricane:timingpost,2.301262053530179,0.575194166291834,9.206990177176143,0.7074006663513102,1.1781974926161225,0.8334576913700878,0.23871788195767235
a6mono,6_month,abundance,conditional,eventhurricane:psite_typetrematode,2.6817854239728134,0.8270718479642349,8.695705310167982,0.6001767783604748,1.6436536887978501,0.986482775683004,0.10024775714185143
a6mono,6_month,abundance,conditional,eventhurricane:psite_typemonogenean,2.2777788098890457,0.7233680934424058,7.17238754904061,0.5852233820153558,1.406643663305408,0.8232007619300604,0.15953307883803594
a6mono,6_month,abundance,conditional,timingpost:psite_typetrematode,4.762804949999519,1.3573005895361259,16.712813039809078,0.6404790322614372,2.436983400358584,1.5608367698988526,0.014810359218914349
a6mono,6_month,abundance,conditional,timingpost:psite_typemonogenean,3.880780820401314,1.1074065706969658,13.59975656141911,0.6398038351663382,2.119456466539589,1.356036375760125,0.03405190909221
a6mono,6_month,abundance,conditional,eventhurricane:timingpost:psite_typetrematode,0.4300976260867358,0.09371389521733002,1.9739225174287438,0.777431503743715,-1.0852956879024975,-0.8437430586526081,0.2777907151319075
a6mono,6_month,abundance,conditional,eventhurricane:timingpost:psite_typemonogenean,0.2159216753988293,0.04829021654203883,0.9654578762646613,0.7641258897723026,-2.0060039470843716,-1.5328395509525965,0.044855826876885045
a6mono,6_month,abundance,zero_inflated,(Intercept),33.88460341766041,6.463095032407204,177.64961570501382,0.845332869644771,4.167542587368299,3.522960734746838,3.079010009632258e-5
a6mono,6_month,abundance,zero_inflated,eventhurricane,0.27333319129197914,0.07371483281927527,1.0135142495001617,0.6686160681433387,-1.9399230871871715,-1.297063747055574,0.052389037818418305
a6mono,6_month,abundance,zero_inflated,timingpost,0.2754057475335858,0.0675124020071544,1.1234724809005523,0.7173133374500016,-1.7976939167524237,-1.2895098231392463,0.07222552596910763
a6mono,6_month,abundance,zero_inflated,psite_typetrematode,0.2790587990327666,0.03743747399882508,2.080103302911248,1.02487261606379,-1.2453574718835516,-1.2763327701438834,0.2130003785864937
a6mono,6_month,abundance,zero_inflated,psite_typemonogenean,0.03385456819282682,0.0029822891819598356,0.3843127602969648,1.239480998351171,-2.7315314548874206,-3.3856813347314865,0.006304072295909104
a6mono,6_month,abundance,zero_inflated,ciimpact,1.2568156148481697,0.7923752455518674,1.9934816219883869,0.23535787584532517,0.971207066479096,0.22858123217248955,0.33144517567889575
a6mono,6_month,abundance,zero_inflated,eventhurricane:timingpost,5.858738519345305,1.0419701547004803,32.94222668779536,0.8810311275917294,2.0066649807383787,1.7679343106787697,0.044785347195270386
a6mono,6_month,abundance,zero_inflated,eventhurricane:psite_typetrematode,10.212444225611337,2.0504858733231632,50.863075146280366,0.8191480726234952,2.8366141317343487,2.323606998786761,0.004559467911331275
a6mono,6_month,abundance,zero_inflated,eventhurricane:psite_typemonogenean,9.263210395374978,1.6236008649274227,52.849852868746005,0.8884715534865931,2.5054833492446384,2.226050683538176,0.01222841558220822
a6mono,6_month,abundance,zero_inflated,timingpost:psite_typetrematode,7.3165335090869785,1.2996016641733057,41.19082336174511,0.8816728806808823,2.25722793008778,1.9901366514738381,0.02399383603575729
a6mono,6_month,abundance,zero_inflated,timingpost:psite_typemonogenean,19.196564500659807,3.0347061542484375,121.43122592350475,0.9411309846788125,3.1395537697385802,2.954731330766148,0.0016920535911504801
a6mono,6_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typetrematode,0.11677458680937075,0.015160553310066072,0.8994595280005541,1.041606423704031,-2.0617286549672706,-2.147509810948581,0.039233576850959614
a6mono,6_month,abundance,zero_inflated,eventhurricane:timingpost:psite_typemonogenean,0.06812396315905905,0.007805593692226323,0.5945575108679731,1.105351232898738,-2.4303824574864263,-2.6864262457980863,0.015082897493855694
p3,3_month,prevalence,conditional,(Intercept),0.1259374996978508,0.023096616760498925,0.6866916481582372,0.8653569405739365,-2.394352471323715,-2.0719695292403344,0.016649740000113537
p3,3_month,prevalence,conditional,eventhurricane,0.31575907776090395,0.05163587874411539,1.9309014896890697,0.9238585486194523,-1.2477838409904183,-1.1527757683282132,0.2121102278575945
p3,3_month,prevalence,conditional,timingpost,0.6001827294615834,0.1482843874418446,2.429246362063774,0.7133174444948983,-0.7156997560749652,-0.5105211210290163,0.47417676146544
p3,3_month,prevalence,conditional,ciimpact,0.8124960440879486,0.3141363031396535,2.101475744957396,0.4848388098087732,-0.4282747779346031,-0.20764423360492962,0.668451079639049
p3,3_month,prevalence,conditional,eventhurricane:timingpost,0.9772569201064697,0.08781486819320605,10.875505566947611,1.229346305071011,-0.018713761155330588,-0.02300569313028707,0.9850694503631944
p3,3_month,prevalence,zero_inflated,(Intercept),1.2663547761016138,0.2882381015453575,5.56364481433075,0.7551586312668779,0.3127058455985245,0.2361425183513334,0.7545041540054259
p3,3_month,prevalence,zero_inflated,eventhurricane,0.670544238633339,0.16911931686916257,2.6586529811506727,0.7027985695565458,-0.5686773097956986,-0.39966559986368166,0.5695751489118165
p3,3_month,prevalence,zero_inflated,timingpost,0.2960754685447529,0.09235729104178525,0.9491474044462238,0.5943621068864258,-2.0478103865526593,-1.2171408958553445,0.040578582232470316
p3,3_month,prevalence,zero_inflated,ciimpact,0.8961116527499874,0.4451685739965535,1.8038472190099633,0.3569448924760284,-0.30730307013393227,-0.10969026132650986,0.7586126990517134
p3,3_month,prevalence,zero_inflated,eventhurricane:timingpost,5.898426149801888,0.981054244862999,35.463310236759874,0.9152107584306162,1.939100414530475,1.7746855610555583,0.052489112246197296
p6,6_month,prevalence,conditional,(Intercept),0.061690595992443295,0.014253908604415876,0.2669955125658546,0.7475001771060701,-3.7265861066481074,-2.7856237747204804,1.9409078552701077e-4
p6,6_month,prevalence,conditional,eventhurricane,0.46341711642151373,0.13633946264714714,1.575152341242739,0.6242243486032256,-1.2321334994136262,-0.7691277310636837,0.2178992195122747
p6,6_month,prevalence,conditional,timingpost,1.2767815649479977,0.3878909883560743,4.20265284197477,0.6078435948003448,0.4019825350119073,0.24434250912859318,0.6876968796745558
p6,6_month,prevalence,conditional,ciimpact,1.3015255832867179,0.6601824927420166,2.565909975761495,0.3463143265597181,0.7609766094510086,0.2635371020297237,0.44667103832340316
p6,6_month,prevalence,conditional,eventhurricane:timingpost,0.6187479969626438,0.1295880508112941,2.9543548293876887,0.7976211721980936,-0.6018611579901025,-0.4800572023365676,0.5472665612494065
p6,6_month,prevalence,zero_inflated,(Intercept),0.42230941336799377,0.12254859913160036,1.455302156719888,0.6312400885153664,-1.365592968921429,-0.8620170265779248,0.17206675465334484
p6,6_month,prevalence,zero_inflated,eventhurricane,1.2551614656869137,0.42976644315145196,3.6657824966341814,0.5468253038492441,0.4156066309040845,0.22726422222588666,0.6776978737340298
p6,6_month,prevalence,zero_inflated,timingpost,1.1007601028306415,0.38650589140926406,3.134940064084834,0.5339842407360195,0.17978235390047814,0.09600094374528116,0.8573234374363212
p6,6_month,prevalence,zero_inflated,ciimpact,1.7798090636282387,1.018808516653403,3.1092401086109884,0.2846287078279092,2.0254671263672734,0.5765060909258256,0.04281942073965121
p6,6_month,prevalence,zero_inflated,eventhurricane:timingpost,0.8635627616139644,0.22446435380942817,3.3223121203443986,0.6874232977284215,-0.21338919076889376,-0.1466887012179522,0.8310234108721533
lc3direct,3_month,life_cycle,conditional,(Intercept),0.3826798571115041,0.1045883108134163,1.4001935005923796,0.66181987925536,-1.4513866259834678,-0.960556521561223,0.14667223171694188
lc3direct,3_month,life_cycle,conditional,eventhurricane,0.7349310649556868,0.2369171756786009,2.2797995488922487,0.5775847424962266,-0.5332179863558784,-0.3079785733437165,0.5938826922043894
lc3direct,3_month,life_cycle,conditional,timingpost,1.157743757917436,0.3805877716308351,3.5218436032593488,0.5676079227681408,0.258053259874227,0.1464730748007572,0.7963658033250992
lc3direct,3_month,life_cycle,conditional,life_historyDirect,2.6978239558285413,0.6652902945144248,10.939967344562774,0.714274135843475,1.389446230761957,0.9924455057784703,0.1646971005357608
lc3direct,3_month,life_cycle,conditional,ciimpact,0.7727574772584155,0.4558244013505469,1.3100529872676903,0.26931510537767744,-0.9572059520676944,-0.2577900218492512,0.33846331342185537
lc3direct,3_month,life_cycle,conditional,eventhurricane:timingpost,1.1579965471120697,0.2632393455231959,5.094056135332988,0.7558076525567915,0.19408562070205995,0.14669139737785175,0.8461088405633446
lc3direct,3_month,life_cycle,conditional,eventhurricane:life_historyDirect,1.9865616764671488,0.7870684238217777,5.014084131650528,0.47237012007472007,1.4531091498510398,0.68640534359681,0.14619345100934644
lc3direct,3_month,life_cycle,conditional,timingpost:life_historyDirect,1.237446685630207,0.4516454844137722,3.390434206963789,0.5142387069523939,0.41430201447931303,0.2130501322136139,0.6786529387262653
lc3direct,3_month,life_cycle,conditional,eventhurricane:timingpost:life_historyDirect,0.19879105336582417,0.0528030152349254,0.748402013075869,0.6763704052122548,-2.3884856234290575,-1.6155009889623566,0.016917970227171748
lc3direct,3_month,life_cycle,zero_inflated,(Intercept),29.16320461947454,10.371040373029986,82.00647891498497,0.5274951308224787,6.394197030084885,3.372907798889331,1.6139321061688233e-10
lc3direct,3_month,life_cycle,zero_inflated,eventhurricane,0.6155527456045542,0.24909325916438646,1.5211378416757977,0.4615782022201789,-1.0512512054421748,-0.485234641489795,0.2931432310434984
lc3direct,3_month,life_cycle,zero_inflated,timingpost,0.8205643389006824,0.3097123226804037,2.1740363071388926,0.49711655430674967,-0.39782009983873556,-0.19776295726579937,0.6907627999895667
lc3direct,3_month,life_cycle,zero_inflated,life_historyDirect,0.11320072673910907,0.02082471679475484,0.615345920934206,0.8637867331817949,-2.5221418778358986,-2.1785926932768684,0.011664265220372675
lc3direct,3_month,life_cycle,zero_inflated,ciimpact,0.8806373124967828,0.5143646597920649,1.5077281484988991,0.27434356905067947,-0.463322013791798,-0.12710941488339,0.643133568851695
lc3direct,3_month,life_cycle,zero_inflated,eventhurricane:timingpost,2.5931956929926656,0.7551085251200877,8.905559503630634,0.6294820263338082,1.5137699466686272,0.9528909734321883,0.13008419746099226
lc3direct,3_month,life_cycle,zero_inflated,eventhurricane:life_historyDirect,2.015316631734441,0.5133471269347143,7.911802585508539,0.6977445522156124,1.0043450975945571,0.7007763203910597,0.31521230339900314
lc3direct,3_month,life_cycle,zero_inflated,timingpost:life_historyDirect,5.978310810489421,1.5156296478258386,23.5810906695338,0.7001566801793011,2.5539112965961546,1.788138054897178,0.010652038944535265
lc3direct,3_month,life_cycle,zero_inflated,eventhurricane:timingpost:life_historyDirect,0.16331922664393259,0.02160672197316396,1.2344847971247515,1.031990950246213,-1.7558763934211514,-1.8120485477615875,0.07910951657919099
lc6direct,6_month,life_cycle,conditional,(Intercept),0.4762193942262801,0.2306962396692292,0.9830455483904202,0.3697840790274432,-2.0062427258881366,-0.7418766186980518,0.04483035739745909
lc6direct,6_month,life_cycle,conditional,eventhurricane,1.1808235128890452,0.6181530929391649,2.255661557821969,0.330220008338313,0.5033374209492707,0.16621208734285314,0.6147270610431761
lc6direct,6_month,life_cycle,conditional,timingpost,0.8682686864061119,0.4403536582657504,1.7120114654263352,0.34638930635845033,-0.4077899146356539,-0.14125406567061582,0.683427918544022
lc6direct,6_month,life_cycle,conditional,life_historyDirect,2.2586088370379227,0.6493442486758132,7.856100811162557,0.6359904787911538,1.2810711670808548,0.814749064917295,0.20016867016763634
lc6direct,6_month,life_cycle,conditional,ciimpact,1.122710330716387,0.8409138919724081,1.498938831585693,0.14745495511699994,0.7849563279832698,0.11574570011157811,0.4324791744450208
lc6direct,6_month,life_cycle,conditional,eventhurricane:timingpost,1.3416923766908322,0.6140491297883942,2.9315869795151976,0.39878169533869073,0.7370744149129123,0.2939317847697447,0.46107709708425165
lc6direct,6_month,life_cycle,conditional,eventhurricane:life_historyDirect,1.127258650508692,0.507857706136996,2.502102557057388,0.40680749436372277,0.2944604363054896,0.11978871228268483,0.7684060911898511
